id	titlescore	titlestd
12xg5f	321.297142857	438.098283484
12xktk	63.9890909091	219.589062215
12xlqb	4	0
12xmbg	169.75	176.806921527
12xnja	164.016949153	285.513304717
12xq79	259	821.809162762
12y4s3	51.2777777778	125.798253634
12y6u5	136.761363636	260.430325454
12yku9	285.0625	367.236963234
12ynrr	418	632.247758454
12ypbk	191.403726708	518.623956272
12yqjm	367.106060606	871.54645087
12yxq7	99.3106796117	315.404618516
12yy8e	23.6733333333	104.312063647
12z53u	83.8181818182	110.873243089
12z81n	224.898989899	280.238047978
12zafw	179.304964539	364.609411337
12zexh	251.939393939	282.637034545
12zh9n	23.4090909091	48.6776587647
12zocr	206.773584906	305.212625197
12zp30	109.611940299	311.782451672
12zt7x	24.5	46.5687663569
12zwap	5	0
1301jc	45.0112359551	203.915189155
13055s	411.5	372.5
1307oy	56.3636363636	135.109566802
130ap8	104.529058116	342.074838372
130dtz	586.922716628	750.960743664
130e6z	71.2678571429	212.507604156
130jf5	237.727272727	236.224889347
130kc0	null	null
130too	1	0
130uio	451.857142857	488.089695671
1314ct	14	0
1315le	67.8596491228	247.250738462
13198d	70.5993031359	218.020081227
131vq9	108.25	85.4928115887
131zxj	33.5462962963	61.4444018876
1322qu	15	7.6485292704
1324s0	322.566343042	407.51510739
1325jf	278.441747573	455.527491103
1328k9	115.310043668	399.508316734
1329to	70.3076923077	170.131571083
132b22	61.1739130435	183.447102238
132fzz	157.75	320.422670078
132h7q	221.952941176	716.012831069
132kyy	24.6470588235	77.2538528843
132ogv	243.3	358.769670773
132prz	287.244897959	685.627599598
13365k	54.2222222222	165.079292582
1336qo	279.779487179	486.021712705
133kjv	501.333333333	647.294540547
133pc5	212.918918919	381.692275827
13407f	158.147410359	428.911940116
134hhp	252.408536585	459.987537133
134l6k	412.721153846	539.752355194
134ln1	202.5	304.774643521
134qor	194.367741935	260.743132019
134rvg	101.764705882	107.807851625
134wsj	372.432432432	524.300402538
135dve	53.8661417323	191.704881548
135k6b	170.645833333	378.268092186
135nxe	219.888888889	346.745966714
135nze	137.506493506	379.865650323
135szd	318	0
135vxn	119.068421053	289.900564718
1365ia	155.466666667	381.801495835
1367xs	56.7625	248.57962727
136a97	176.829394387	418.953438283
136ihm	110.75	203.95143417
136jfh	null	null
136ki1	252.435643564	390.70488257
136mzt	241.082926829	313.891216128
136ncp	212.304347826	631.703592764
136o1z	40.7142857143	38.7361561841
136omi	21.5	4.5
136ptn	203.62244898	445.859695038
136qoi	506.825	646.605748795
136qzr	149.666311301	427.757631388
136r0x	11.9090909091	14.8351826624
136yyh	130.823699422	455.58667077
137bm3	94.5555555556	260.221107313
137d4l	289.080808081	361.502187896
137ejx	44.8198198198	168.865328196
137hsp	48.6484848485	173.849004706
137ky9	49	0
137luk	291.868263473	688.149793529
137uqu	254	183.968747346
13809v	98.4743083004	280.867706069
138e4p	144.026556017	371.024589169
138k90	148.767634855	353.22198648
138koh	61.3260869565	192.79760218
138mix	10.9459459459	40.2968350618
138q5e	96.0666666667	339.908412501
138txp	605.5	601.5
138w8m	222	0
138yck	200.515151515	406.137095917
1390sq	165.206724782	509.971671232
1393wo	153.832278481	322.184582831
1393xg	54.3846153846	151.422681268
139be3	188.910891089	580.67293838
139i4g	266.41322314	453.952006591
139mgl	205.1	203.452033659
139r4d	82.4821428571	290.789196539
139tqo	213.285714286	617.487122893
13a6b8	299.909090909	370.151432045
13aah2	43.8461538462	57.241520909
13af8e	68.2555066079	265.097016408
13afc0	321.977564103	473.418347964
13afye	115.997101449	207.056101038
13am7o	234.901194354	475.266593007
13amsu	5.25	3.6314597616
13aoe2	144.702865762	473.462583735
13aof7	588.5	352.485106068
13arfy	null	null
13aszh	45.4666666667	190.05222674
13avvw	183.90625	332.900121975
13avym	490.043478261	643.605569075
13az75	129.549019608	382.221848819
13b0tm	155.195652174	396.62672784
13b2re	null	null
13b3y6	12.1666666667	14.1470452353
13b4yo	50.81232493	219.848333421
13b93a	431.611111111	671.798261624
13b9ld	176.828571429	232.579115352
13bhjy	352.475206612	439.951482821
13bjzn	302.555555556	252.326556981
13bym6	38.1525423729	89.1034085139
13c46s	49.7	186.627775711
13cc0j	130.178994083	405.698742222
13cclc	236.653846154	443.460165786
13cimm	398.5	701.32465469
13ckzb	316.4	442.125593016
13coly	148.933333333	359.367576187
13cpji	157.326589595	464.785064675
13cvtj	331.78680203	444.539989497
13cxot	73.4	159.808134962
13cz8l	158.6	140.137218468
13d097	77.5107913669	232.910220357
13d5fw	66.3650793651	148.156748994
13d5vx	353.6875	542.5498501
13d7n2	117.333333333	359.943128224
13ddow	111	176.954796488
13dff1	29.962962963	58.690324448
13dtu0	279.555555556	375.722152398
13dve0	237.115384615	291.671881892
13dvny	159	222.033030576
13dzdl	151.279279279	358.019909134
13e5fx	12	14.8548533034
13e9ad	378.111111111	585.06489563
13e9zl	499.547619048	650.125782789
13ebo4	6.3333333333	6.2627647427
13ec96	101.864553314	266.749786341
13ef28	257.785046729	429.42389201
13egpa	641.333333333	778.269162237
13eng4	154.452599388	302.114449703
13eqih	127.992682927	377.93860315
13eu8t	92.8309859155	213.547236317
13eufq	48.9391304348	147.564358072
13f k	172.666666667	242.773328207
13f86a	null	null
13fj4b	119	219.025112715
13fke2	19.9781659389	91.0958248491
13fp9o	13.6666666667	8.7305339025
13fp9s	36	0
13fvbl	222	0
13fxr4	260.780487805	448.96354962
13g389	144	455.594690201
13g8cv	167.693236715	461.135858823
13gabp	264.2	433.680712045
13gboj	212.081415929	471.882035384
13gcpp	76.4583333333	303.011479316
13gcqd	43	0
13gesr	131.093567251	411.390357608
13gfbe	71.8461538462	206.7981226
13gipk	147.905759162	340.039436454
13gl07	25	0
13glbr	54.6033519553	157.676757922
13gnjm	257.14516129	300.958031946
13goy8	151.273584906	179.758172618
13gx62	208.711111111	403.717702374
13h20i	106.5	92.5
13h7ky	117.220779221	239.096873449
13hcng	321.846625767	421.709646032
13hk2b	71.1705882353	233.979889193
13i551	12.7777777778	32.0945747502
13i9sk	null	null
13ia60	29.35	69.2897358921
13ia8q	387.260096931	762.36758285
13icjr	255.75	424.683174391
13ij69	105	0
13ij90	137.135135135	272.986601212
13ijzn	5	0
13ik9y	265.125	303.584600029
13irhh	94.6254681648	249.260979208
13isdz	271.642533937	562.316599605
13it1z	60.3666666667	277.331628601
13ixog	105.551912568	385.748546717
13ixud	180.0375	306.36732217
13izct	1112.2	765.851003786
13j37u	210.285714286	434.492220639
13j4d4	78.0200573066	315.535583522
13jdlh	320.375609756	446.391275802
13jdog	117.714285714	242.761031402
13jgci	93.8040540541	307.481633351
13jq7q	120.6	212.952923653
13jqqw	198.706422018	382.101607668
13k3zy	182.5	279.324631925
13k4o2	341.151515152	565.922226938
13k7bl	190.55654102	300.691646567
13k8ie	168.979591837	323.86678351
13kbgw	193.104611924	500.147336302
13ke6e	147.789473684	342.959807212
13khdz	317.142857143	507.831222967
13km6a	282.149914821	543.551493649
13kndn	95.8591549296	264.180651794
13krgy	null	null
13kvf6	null	null
13kw5g	119.25	72.5616117517
13kx9v	36.7462686567	136.198641509
13l02a	315.514851485	486.762076467
13lek4	288.928994083	417.590320088
13lidw	73.0742857143	230.408631216
13lk5c	31.6428571429	114.023310363
13lkks	193.566455696	485.090600974
13lmib	275.672451193	520.811825699
13lnin	276	271
13lq2y	488.158415842	573.129289799
13m1jy	134.279411765	299.255244467
13mb49	55.03125	146.774590013
13mdll	317	35
13mf2e	219.380952381	431.264196585
13mflr	105.294117647	183.667142889
13mljh	212.0375	372.725433253
13mmuv	24.75	28.4528118118
13mzcq	103.75	172.081194498
13n0tq	114	0
13n6l5	558.034013605	635.597762622
13n7jp	143.818181818	160.475893506
13nekn	184.757575758	254.307858087
13nknp	59.6804123711	212.618386496
13nktw	155	315.22880579
13nqe3	398.898989899	614.457689693
13nuxd	213.006430868	561.871888647
13nwli	134.516129032	295.60859813
13o0oc	285.515789474	372.80770726
13o2xg	41.1797752809	170.92258329
13o37p	111.45	259.486892733
13o5yh	113.509009009	402.810185714
13o60j	3.5	1.5
13o88j	239.336206897	498.840914175
13oca0	139	221.397878057
13odyh	166.475247525	370.800754965
13oh45	96.688	260.812175053
13ok21	349.349206349	456.517858691
13ooyr	132.059386973	385.104583892
13ow64	159.652173913	357.254702552
13ox3k	116	167.421623454
13ox4p	235.272727273	258.791892844
13p1gs	402.453703704	504.889984061
13p9op	134.071428571	238.317754355
13pcvg	289.714285714	507.915688809
13phr1	484	555.293816121
13pmii	70.7930232558	235.607500666
13pn31	231.287356322	266.016588716
13pnhs	227.952941176	461.295277539
13poop	333.517006803	441.433138422
13pqvb	37.8787878788	166.106529815
13prla	485.285714286	477.859726664
13ptbi	26.1851851852	75.1379161754
13pvak	87.2644230769	216.327436744
13pxbi	56	0
13qdwa	394.270718232	518.028773998
13qhd1	618.37	635.321000046
13qkem	436.730263158	645.232638283
13qki4	30.6666666667	131.578318127
13qrob	837	0
13qu5g	242.87456446	546.714066016
13r2fj	59	5
13r37l	71.9	98.6067441913
13r85f	122.5	110.241779739
13r8qb	286.375	348.207650273
13r8u1	118.995412844	362.479236959
13rfg2	38.5	142.871857435
13rfmc	242.984375	426.935756737
13rgtf	105.044444444	298.278427391
13ri0u	47.3846153846	205.057604838
13rkic	305.276243094	356.905733626
13rkmm	96.1059602649	246.622809092
13rmk7	827.48	757.886330263
13rq0h	101	0
13s37i	54.0625	260.081950727
13sjbv	56.4285714286	69.3621081053
13stgf	65.9070247934	304.760503504
13t221	200.123287671	553.903728968
13t3d5	92.4411764706	298.133328955
13t4rf	219.454545455	317.210259834
13t5v9	4.8333333333	3.8042374035
13t7j5	74.1	292.763283217
13tbew	243.353535354	456.075780367
13tbxp	259.87755102	281.781659044
13td47	67.3230769231	210.497002185
13tfu5	271.207792208	494.286218616
13tgui	108.263157895	369.215266754
13thn8	22.6451612903	96.0993711907
13thrn	294	450.230558221
13tixy	47.6923076923	141.977454665
13tku0	184.181632653	485.173179337
13tmxl	110.988888889	311.488059141
13txk4	83.25	162.033345787
13ty8f	181.065217391	297.439683485
13u45c	42.24	114.111973079
13uidx	546	275.859867807
13uy3r	178.402188782	434.048053088
13v6s2	117.197916667	322.595290179
13vbmq	545.03030303	498.265688214
13vdn6	153.366336634	378.124559675
13vdsd	63.7926829268	260.788660245
13vdvu	32.7264150943	92.7905465479
13vej0	68.5213675214	211.318999687
13vg7q	null	null
13vgah	179.649253731	202.563008714
13vgjm	234.610526316	326.46535384
13vjy0	140.961065574	370.093521984
13vkfc	60.5192307692	135.72575437
13vkyp	151.149484536	440.256489587
13vlg3	244.636363636	380.964093447
13vmq6	48	44
13vno4	368	277.770588796
13vy38	328.857142857	399.295962046
13w07e	147.301181102	334.853672706
13w14h	83.7752808989	335.283202541
13w16h	29.6883116883	120.775982361
13w3hg	182.958592133	484.644915312
13w6xo	501.833333333	183.475172405
13w94n	383.93255132	748.822225669
13wj2b	367.771428571	461.402649427
13wpj8	307.176470588	568.180608744
13x40u	61.0760869565	190.168474145
13x8xb	151.483333333	486.892795353
13xdjw	37.5	78.3597473197
13xdmn	66.1023622047	246.14338164
13xe9k	45.4285714286	108.844065581
13xenu	173.588235294	311.555879007
13xezq	94.7195121951	282.922995401
13xgef	361.863207547	453.738584414
13xgfk	182.436619718	512.711659691
13xj2u	36.5	73.4071041601
13xjq7	191.347222222	511.898513155
13xkwy	133.915343915	494.717698591
13xmu1	133.968553459	402.331813705
13xo3b	86.7413793103	222.483866935
13xof9	42.1648351648	123.892568114
13xqmw	133.624282199	381.395815103
13xuyh	126.55393053	363.58397072
13xy5i	85	92.822411087
13xyho	69.5285714286	221.012328126
13y0vs	140.684210526	522.798044195
13y199	248.826086957	339.666970596
13y2c1	null	null
13ydz7	162.476190476	256.279600359
13zfbn	null	null
13zge0	328.848739496	442.039650654
13zjm3	51.3103448276	113.370039054
13zkcd	51.6101694915	205.377042018
13zlsg	41.5555555556	104.89724543
13zmy5	null	null
13zpmv	354.208333333	356.162413697
13zs3n	415	583.80401249
13zslp	102.683937824	348.960378411
13zsza	75.0157480315	184.446351129
1403l7	88.2903225806	217.256009761
1403nr	183.734375	263.18418231
140bh3	379.314285714	449.818425045
140ne6	51.4387755102	167.847237782
140rgb	128.448979592	187.78961972
140s69	66.1666666667	125.143806168
140xy0	55.75	50.071823414
14143x	109.56	308.484693948
141ic0	879	929.729261667
141kqg	165.857142857	357.079765856
141pdk	411.5	323.556409301
141pip	28.7583333333	137.396506253
141qle	110.610169492	279.792357448
141riw	162.16442953	353.289132607
141s0g	129.857731959	420.636849481
141u55	4	0
141z9w	227.677419355	444.212342939
14246s	210.65	443.187801615
142c3w	345.232323232	406.282526674
142cu9	217.286885246	429.591713896
142h43	114.664285714	479.212815991
142ivo	633.949494949	579.196471851
142m0f	148.49124424	407.492893457
142uxm	142.379909852	379.41015822
14312n	272.452991453	439.383649423
14315q	132.435483871	375.261011141
1432b3	97.4387351779	347.613969143
143au2	236.515625	386.237216301
143j 	395.076923077	628.4103218
143kct	409.29	407.425975976
143mx9	171.795918367	163.120336148
143q1z	299	462.617372494
143qhd	17.2201834862	84.4292611781
143r5e	250	230.264630371
143rz6	157.010526316	501.876237517
143tb5	59.4210526316	148.121861562
143tuf	7.2307692308	11.2670646382
1443ky	288.551401869	346.964573958
1445df	71.1320754717	284.672604917
1449y1	174.55	212.314148139
144dcp	238.399280576	473.514415542
144eqc	629.656565657	386.550979601
144i8n	179.029411765	332.912767703
144sx7	336	447.866280802
144xt2	279.577181208	330.496335737
144yoo	271.118181818	472.460960038
14501u	12.7941176471	21.5976297879
145ceg	46.3970588235	174.1067235
145dsi	36.6666666667	100.00972175
145erp	158.178913738	375.568051039
145g6g	null	null
145gae	47.5405405405	245.296301202
145l7c	211.137931034	322.718380928
145s7m	75	205.817659813
145xrb	77.125	121.402331286
14602y	162.692934783	328.290095326
1465hp	167.263157895	130.53406174
1466w8	308.828282828	450.130487039
146gop	74.9083769634	280.176747661
146zb6	5	1.4142135624
1475us	120.222222222	266.625559001
1477j8	208.58125	603.114064376
1477pu	307.5	278.783518164
1478ru	178.564705882	298.698606588
1478u6	21.5714285714	38.736683031
147csw	437.97979798	570.824407889
147hm3	101.586363636	454.83770012
147i4o	71.5939086294	189.76402007
147kud	null	null
147nvp	182.696721311	242.207738006
147oac	531	509
147r9f	153.985507246	535.595640956
147unt	125.040229885	256.969235584
147wn3	116.813829787	233.251467853
147xjm	431.166666667	785.376006905
1481vo	102	42.889392628
1482r0	390.857142857	479.95935202
148etz	299.4	317.986330943
148nne	302.3	647.82830287
148pd7	284.767676768	393.884996503
149f45	92.7	271.768118071
149fgx	21.2	27.097847393
149flb	299.164179104	387.99140616
149ieq	248.288888889	597.069570568
149jjc	278.838709677	514.717466927
149klx	371.5	362.5
149se2	68.8787878788	315.844299729
149w1r	85.9802631579	252.517221153
149yg8	47.0857142857	99.5117714296
14a1eb	124.388888889	126.962872477
14a418	7	0
14a5s9	81.301980198	272.481596973
14a7qk	94.8333333333	179.802128896
14aamw	311.139344262	459.217087054
14ab2p	105.833333333	157.739676542
14acvn	299.307692308	333.947343757
14ag17	260.157894737	516.999224121
14alzs	178.933333333	253.043202284
14ao49	153.545918367	414.347018782
14aob3	59.3333333333	19.1891172862
14aq4n	314	467.257794107
14atls	81.6787564767	214.790343408
14bbms	237.53125	568.554031314
14bbn2	250	0
14bg1g	213.929292929	289.080962848
14biof	186	601.31449758
14bnqb	308.079710145	487.942976913
14bult	135.494949495	489.72732825
14bv4p	316.727272727	378.324077264
14bwn1	225.411764706	283.811051234
14bxvc	308.86440678	473.445411727
14bzib	127.7	148.566517089
14c9tl	326.915662651	393.864501954
14cb16	196.05952381	461.668553835
14cjnb	1057.66666667	912.855349378
14cjnf	7.6	9.8508882848
14csmt	8.7058823529	11.974309293
14cy4x	146.459459459	284.608464537
14d2jo	260.361702128	403.501057265
14d9ey	76.2924528302	232.950151238
14dlj2	392.31372549	400.529746769
14dr8j	8.2	5.4184868737
14drdr	301.798076923	580.409499225
14dsun	244	114
14dtol	209.218978102	289.223165808
14dtx4	50.9450549451	165.559304867
14dxt2	207.02020202	295.975496522
14dztk	54.5731707317	139.857552138
14e1ox	75.1173814898	228.92256173
14ebfm	66.5923913043	314.724935368
14eezj	111.520547945	276.336706945
14eivg	352.585858586	508.477843545
14f1jn	231.236702128	550.796386515
14f8u1	550	0
14f9de	197.938888889	240.261157999
14fuy7	369.313559322	456.124661431
14fvf8	49.6163522013	149.553709195
14fy5t	343.515151515	430.026058962
14fz47	11.698630137	27.2902636718
14g2kg	477	617.725562342
14g34r	251.666666667	46.3489182422
14g7yf	237.666666667	524.286393322
14gc80	258.875	487.711092118
14gelf	360.181818182	414.436805716
14gicl	235.441558442	431.076031908
14gmdr	97.4406779661	307.072909754
14gmlz	79.3939393939	229.692464747
14gs28	331.922509225	471.078331844
14gvoi	null	null
14h52a	73	0
14h78a	1266	1654.51065273
14h7qx	142.857142857	329.609478267
14he9a	215.229268293	418.852067863
14hfqd	347.797619048	651.250033295
14hx8l	50.5096153846	146.198823735
14hx9q	285.5	274.874971578
14hxr1	106.25	55.3234805485
14hxyn	376.504651163	619.21421978
14i0h8	344.230769231	583.270243982
14i0lg	272.447368421	668.503383346
14i1z8	128.775449102	230.99831608
14i4dz	64.1029411765	210.618357092
14i6uj	393.25	671.323459668
14iehu	43	23.0434372436
14ijp6	431.070707071	608.811514056
14iqr7	110.764102564	411.148629615
14irus	414	385
14j24z	137.692307692	174.603896606
14j3fr	167.741324921	431.342474796
14j96p	61.25	42.3755530937
14j9lz	105.371428571	382.593287899
14ja0s	98.5	288.264924447
14jbaj	464	735.693142553
14jjw1	59.323699422	163.869535602
14jmd1	255.205882353	427.130423628
14jnhc	75.1272727273	255.63049004
14jqou	84.0504201681	306.965271863
14jsoi	358.352941176	454.427622034
14ju53	149.486842105	365.471324868
14jyh5	126	381.770512586
14k1rw	229.891891892	464.568953587
14k1sx	331.378378378	429.318337843
14k2ty	464.777777778	564.630666012
14kao1	48.8205882353	211.86152564
14kcgr	null	null
14kg9t	367.711864407	454.862320419
14kl5o	919.6	168.384797414
14klba	114.030456853	285.684020341
14ktn7	57	120.543767985
14kupx	17.2142857143	24.3036698329
14kwlz	193.029411765	361.714014861
14l2ie	369.086956522	589.535199658
14lc1t	159.967741935	383.283520418
14ljrz	290.714285714	468.583188006
14ll60	82.5709570957	220.740265396
14ll83	119.6	54.463198584
14lpji	223.627329193	452.664865175
14lrzw	183.210629921	509.085119004
14lue6	163.4	142.266323024
14lz6v	41.5296610169	218.399909127
14lzej	314.333333333	430.393101969
14m1wk	52.6666666667	17.9319702084
14m424	143.401639344	304.578926212
14m52j	269.935672515	600.908743071
14m88h	106.490196078	273.671434069
14m8n7	111.475609756	336.470370732
14mbsp	161.047619048	355.21336141
14mbup	359	432.222539015
14mi8b	148.236111111	249.871383196
14n32s	217.52173913	360.316004974
14n9c5	46.3620689655	160.677412772
14nahv	276.072289157	382.450556947
14nj6e	51.1731843575	161.158439534
14njes	97.5698729583	356.853076316
14nory	259.034482759	422.317455587
14ns0s	3	0
14nsbk	53.612244898	126.881322716
14nupo	207.241758242	486.534083164
